index,true_label,pred_label,final_confidence,1.1,1.2,1.3,1.4,1.5,2.1,2.2,2.3,3.1,3.2,3.3
1,1,1,0.1,0.2,0.0,0.1,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,0.09333333333333335,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.95,0.0
3,1,1,0.16666666666666666,0.2,0.1,0.3,0.4,0.6,0.0,0.0,0.0,0.0,0.1,0.0
4,0,1,0.14333333333333337,0.2,0.1,0.3,0.05,0.15,0.0,0.0,0.0,0.0,0.95,0.0
5,0,1,0.4416666666666667,0.9,0.85,0.95,0.7,0.95,0.0,0.0,0.0,0.0,0.1,0.0
6,0,1,0.22333333333333333,0.2,0.3,0.4,0.1,0.6,0.0,0.0,0.0,0.0,0.95,0.0
7,0,1,0.24333333333333335,0.3,0.2,0.6,0.1,0.4,0.2,0.1,0.0,0.1,0.7,0.0
8,1,1,0.12833333333333335,0.1,0.05,0.2,0.05,0.15,0.1,0.0,0.0,0.0,0.95,0.0
9,0,1,0.4933333333333333,0.9,0.6,0.4,0.5,0.7,0.3,0.1,0.0,0.95,0.8,0.4
10,1,1,0.16333333333333333,0.2,0.0,0.1,0.3,0.4,0.0,0.0,0.0,0.0,0.95,0.0
11,0,1,0.18,0.2,0.0,0.3,0.1,0.4,0.2,0.0,0.0,0.1,0.8,0.0
12,0,1,0.46499999999999997,0.85,0.6,0.75,0.55,0.9,0.2,0.1,0.3,0.1,0.3,0.2
13,0,1,0.30333333333333334,0.3,0.4,0.9,0.2,0.6,0.0,0.0,0.0,0.0,0.95,0.0
14,0,1,0.13333333333333336,0.2,0.1,0.3,0.05,0.15,0.0,0.0,0.0,0.0,0.8,0.0
15,0,1,0.16666666666666666,0.3,0.2,0.6,0.1,0.4,0.0,0.0,0.0,0.0,0.1,0.0
16,1,1,0.12000000000000001,0.1,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.9,0.0
17,0,1,0.4066666666666667,0.9,0.6,0.85,0.7,0.95,0.0,0.0,0.0,0.0,0.1,0.0
18,1,1,0.11333333333333334,0.1,0.05,0.2,0.0,0.15,0.0,0.0,0.0,0.0,0.95,0.0
19,0,1,0.52,0.3,0.4,0.7,0.6,0.8,0.9,0.8,0.1,0.0,0.7,0.2
20,0,1,0.5396666666666667,0.95,0.85,1.0,0.95,0.98,0.0,0.0,0.0,0.1,0.9,0.0
21,0,1,0.37666666666666665,0.8,0.4,0.7,0.6,0.9,0.0,0.1,0.0,0.1,0.3,0.0
22,0,0,0.6816666666666666,0.95,0.7,0.85,0.8,0.95,0.95,0.85,0.1,0.1,0.9,0.0
23,0,1,0.23333333333333334,0.3,0.4,0.6,0.2,0.1,0.1,0.0,0.0,0.0,0.95,0.0
24,1,1,0.01,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0,1,0.2866666666666667,0.3,0.1,0.4,0.2,0.6,0.3,0.2,0.1,0.2,0.7,0.1
26,0,1,0.16666666666666666,0.3,0.1,0.4,0.2,0.6,0.0,0.0,0.0,0.0,0.1,0.0
27,1,1,0.16833333333333333,0.2,0.1,0.4,0.05,0.3,0.0,0.0,0.0,0.0,0.95,0.0
28,0,1,0.36166666666666664,0.9,0.3,0.8,0.6,0.95,0.0,0.0,0.0,0.0,0.1,0.0
29,1,1,0.10333333333333333,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.0,0.0,0.95,0.0
30,1,1,0.06000000000000001,0.1,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
31,1,1,0.13833333333333336,0.0,0.1,0.2,0.0,0.3,0.1,0.05,0.0,0.0,0.95,0.0
32,1,1,0.125,0.1,0.05,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.9,0.0
33,0,1,0.23,0.2,0.1,0.4,0.3,0.6,0.1,0.0,0.0,0.0,0.9,0.0
34,0,1,0.21500000000000002,0.2,0.1,0.4,0.05,0.3,0.2,0.1,0.0,0.2,0.9,0.1
35,1,1,0.29333333333333333,0.2,0.1,0.3,0.9,0.8,0.0,0.0,0.0,0.0,0.95,0.0
36,0,0,0.655,0.9,0.85,0.95,0.9,0.95,0.9,0.6,0.3,0.2,0.1,0.0
37,1,1,0.06333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0
38,1,1,0.15500000000000003,0.2,0.1,0.3,0.05,0.15,0.1,0.05,0.0,0.0,0.9,0.0
39,1,1,0.2283333333333334,0.2,0.1,0.3,0.05,0.9,0.0,0.1,0.0,0.0,0.95,0.0
40,1,1,0.13666666666666666,0.1,0.0,0.2,0.0,0.3,0.0,0.1,0.0,0.1,0.9,0.0
41,1,1,0.18333333333333335,0.1,0.0,0.0,0.9,0.2,0.0,0.0,,0.0,0.95,0.0
42,0,1,0.21000000000000002,0.4,0.2,0.6,0.3,0.5,0.0,0.0,0.0,0.1,0.05,0.0
43,0,1,0.17666666666666667,0.2,0.1,0.3,0.4,0.2,0.0,0.0,0.0,0.0,0.85,0.0
44,1,1,0.09333333333333335,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.95,0.0
45,1,1,0.09,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.9,0.0
46,1,1,0.12333333333333335,0.1,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.95,0.0
47,0,0,0.5833333333333334,0.9,0.6,0.7,0.5,0.8,0.9,0.7,0.2,0.2,0.6,0.0
48,0,1,0.44833333333333336,0.85,0.6,0.75,0.55,0.9,0.2,0.1,0.0,0.2,0.6,0.0
49,0,1,0.23333333333333334,0.2,0.1,0.3,0.4,0.6,0.1,0.0,0.0,0.0,0.95,0.0
50,0,1,0.19000000000000003,0.2,0.1,0.3,0.05,0.15,0.2,0.1,0.0,0.2,0.9,0.1
51,1,1,0.26333333333333336,0.2,0.1,0.3,0.6,0.8,0.0,0.1,0.0,0.0,0.8,0.0
52,1,1,0.125,0.1,0.0,0.2,0.05,0.3,0.0,0.0,0.0,0.0,0.9,0.0
53,0,1,0.2316666666666667,0.2,0.3,0.4,0.1,0.6,0.1,0.05,0.0,0.0,0.85,0.0
54,1,1,0.12000000000000001,0.1,0.0,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.9,0.0
55,0,1,0.4600000000000001,0.9,0.6,0.7,0.4,0.8,0.2,0.1,0.0,0.95,0.3,0.1
56,0,1,0.195,0.2,0.1,0.4,0.05,0.3,0.2,0.1,0.0,0.0,0.9,0.0
57,0,1,0.2,0.3,0.2,0.4,0.1,0.0,0.3,0.1,0.0,0.2,0.7,0.0
58,1,1,0.12333333333333335,0.1,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.95,0.0
59,1,1,0.09333333333333335,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.95,0.0
60,0,1,0.22333333333333333,0.2,0.1,0.3,0.4,0.6,0.0,0.0,0.0,0.0,0.95,0.0
61,0,1,0.495,0.95,0.85,1.0,0.9,0.95,0.1,0.0,0.0,0.1,0.2,0.0
62,0,1,0.16999999999999998,0.3,0.2,0.4,0.1,0.0,0.1,0.0,0.0,0.1,0.8,0.0
63,0,1,0.36166666666666664,0.9,0.3,0.8,0.6,0.95,0.0,0.0,0.0,0.0,0.1,0.0
64,1,1,0.06666666666666668,0.1,0.0,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.1,0.0
65,0,1,0.16666666666666666,0.3,0.1,0.6,0.2,0.4,0.0,0.0,0.0,0.0,0.1,0.0
66,1,1,0.06999999999999999,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.0
67,1,1,0.15666666666666668,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0
68,1,1,0.12333333333333335,0.1,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.95,0.0
69,0,1,0.44499999999999995,0.95,0.85,0.98,0.7,0.97,0.0,0.0,0.0,0.0,0.0,0.0
70,1,1,0.09,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.9,0.0
71,1,1,0.15666666666666668,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0
72,1,1,0.09,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.9,0.0
73,0,1,0.507,0.95,0.85,0.98,0.92,0.97,0.0,0.0,0.0,0.2,0.1,0.3
74,1,1,0.06999999999999999,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.0
75,1,1,0.06000000000000001,0.1,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
76,1,1,0.165,0.2,0.1,0.4,0.05,0.3,0.0,0.0,0.0,0.0,0.9,0.0
77,1,1,0.445,0.9,0.6,1.0,0.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0
78,0,1,0.24000000000000002,0.3,0.2,0.4,0.1,0.6,0.0,0.0,0.0,0.2,0.1,0.9
79,0,1,0.4066666666666667,0.9,0.6,0.85,0.7,0.95,0.0,0.0,0.0,0.0,0.1,0.0
80,1,1,0.16333333333333333,0.2,0.0,0.1,0.3,0.4,0.0,0.0,0.0,0.0,0.95,0.0
81,1,1,0.18,0.2,0.1,0.3,0.4,0.2,0.0,0.0,0.0,0.0,0.9,0.0
82,1,1,0.24833333333333335,0.0,0.0,0.0,0.9,0.95,0.0,0.0,0.0,0.0,0.95,0.0
83,0,1,0.10166666666666668,0.2,0.1,0.3,0.05,0.15,0.1,0.05,0.0,0.0,0.1,0.0
84,1,1,0.12833333333333335,0.1,0.05,0.2,0.05,0.15,0.1,0.0,0.0,0.0,0.95,0.0
85,0,1,0.4466666666666666,0.85,0.4,0.7,0.55,0.9,0.3,0.1,0.0,0.2,0.7,0.1
86,0,1,0.3566666666666667,0.3,0.2,0.4,0.1,0.6,0.9,0.3,0.1,0.1,0.9,0.0
87,1,1,0.14333333333333337,0.2,0.1,0.3,0.05,0.15,0.0,0.0,0.0,0.0,0.95,0.0
88,0,1,0.14333333333333337,0.2,0.1,0.3,0.05,0.15,0.0,0.0,0.0,0.0,0.95,0.0
89,1,1,0.12666666666666668,0.1,0.0,0.0,0.2,0.3,0.0,0.0,0.0,0.0,1.0,0.0
90,1,1,0.25666666666666665,0.3,0.2,0.4,0.6,0.9,0.0,0.1,0.0,0.0,0.1,0.0
91,1,1,0.48,0.95,0.9,1.0,1.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0
92,0,0,0.56,0.9,0.7,0.85,0.8,0.95,0.9,0.3,0.1,0.1,0.05,0.0
93,1,1,0.01,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0,1,0.23833333333333334,0.2,0.1,0.4,0.3,0.6,0.1,0.05,0.0,0.0,0.95,0.0
95,0,1,0.25666666666666665,0.3,0.2,0.6,0.1,0.4,0.2,0.0,0.1,0.1,0.9,0.0
96,1,1,0.12000000000000001,0.1,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.9,0.0
97,0,1,0.23666666666666664,0.3,0.4,0.8,0.2,0.6,0.0,0.0,0.0,0.0,0.1,0.0
98,1,1,0.21666666666666667,0.2,0.1,0.3,0.6,0.9,0.0,0.0,0.0,0.0,0.1,0.0
99,0,1,0.30999999999999994,0.9,0.4,0.6,0.3,0.7,0.0,0.0,0.0,0.2,0.1,0.0
100,1,1,0.12000000000000001,0.1,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.9,0.0
