index,true_label,pred_label,final_confidence,1.1,1.2,1.3,1.4,1.5,2.1,2.2,2.3,3.1,3.2,3.3
1,1,1,0.10800000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2,1,1,0.10800000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
3,1,1,0.124,0.1,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1
4,1,1,0.10000000000000002,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
5,0,0,0.2973333333333334,0.3,0.6,0.8,0.4,0.2,0.3,0.2,0.1,0.1,0.3,0.1
6,1,0,0.40800000000000003,0.2,0.3,0.8,0.4,0.9,0.1,0.1,0.1,0.7,0.9,0.8
7,1,1,0.11466666666666668,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.1
8,1,1,0.116,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1
9,1,1,0.11600000000000002,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
10,0,0,0.516,0.9,0.4,0.7,0.8,0.9,0.3,0.4,0.2,0.3,0.8,0.4
11,0,0,0.45999999999999996,0.8,0.3,0.7,0.8,0.9,0.3,0.2,0.1,0.3,0.8,0.4
12,1,1,0.10800000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
13,1,1,0.196,0.4,0.3,0.2,0.5,0.3,0.1,0.1,0.1,0.1,0.1,0.1
14,1,1,0.18533333333333335,0.2,0.1,0.1,0.3,0.2,0.1,0.1,0.1,0.1,0.9,0.1
15,1,1,0.116,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1
16,0,0,0.3920000000000001,0.8,0.7,0.9,0.85,0.9,0.1,0.1,0.1,0.1,0.1,0.1
17,0,0,0.6880000000000002,0.8,0.9,0.9,0.85,0.9,0.3,0.8,0.2,0.8,0.9,0.8
18,0,0,0.4906666666666667,0.8,0.7,0.6,0.8,0.9,0.4,0.3,0.2,0.3,0.4,0.3
19,0,0,0.6080000000000001,0.8,0.9,0.9,0.85,0.9,0.3,0.2,0.2,0.8,0.9,0.8
20,1,1,0.224,0.3,0.2,0.4,0.5,0.9,0.1,0.1,0.1,0.0,0.0,0.0
21,1,1,0.19333333333333336,0.2,0.3,0.4,0.5,0.1,0.2,0.1,0.1,0.1,0.1,0.1
22,1,1,0.10800000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
23,1,1,0.10000000000000002,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
24,1,0,0.29200000000000004,0.1,0.1,0.2,0.3,0.2,0.2,0.1,0.1,0.8,0.9,0.8
25,1,0,0.41466666666666663,0.9,0.9,0.2,0.7,0.9,0.4,0.1,0.1,0.2,0.3,0.2
26,1,1,0.10800000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
27,1,1,0.12933333333333336,0.1,0.1,0.2,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1
28,1,1,0.14800000000000002,0.3,0.2,0.1,0.1,0.4,0.1,0.1,0.1,0.1,0.1,0.1
29,0,0,0.6046666666666667,0.2,0.1,0.3,0.4,0.6,0.9,0.8,0.7,0.8,0.75,0.8
30,0,0,0.544,0.8,0.85,0.9,0.85,0.9,0.2,0.1,0.1,0.7,0.8,0.7
31,1,1,0.132,0.2,0.1,0.1,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1
