index,true_label,pred_label,final_confidence,1.1,1.2,1.3,1.4,1.5,2.1,2.2,2.3,3.1,3.2,3.3
1,1,1,0.10666666666666667,0.2,0.0,0.1,0.3,0.4,0.0,0.0,0.0,0.0,0.1,0.0
2,1,1,0.09333333333333335,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.95,0.0
3,1,1,0.10666666666666667,0.1,0.0,0.2,0.3,0.4,0.0,0.0,0.0,0.0,0.1,0.0
4,0,1,0.14333333333333337,0.2,0.1,0.3,0.05,0.15,0.0,0.0,0.0,0.0,0.95,0.0
5,0,1,0.4416666666666666,0.9,0.7,0.95,0.85,0.95,0.0,0.0,0.0,0.0,0.1,0.0
6,0,1,0.22333333333333333,0.2,0.3,0.4,0.1,0.6,0.0,0.0,0.0,0.0,0.95,0.0
7,0,1,0.24333333333333335,0.3,0.2,0.6,0.1,0.4,0.2,0.1,0.0,0.1,0.7,0.0
8,1,1,0.12333333333333335,0.1,0.05,0.2,0.0,0.15,0.1,0.0,0.0,0.0,0.95,0.0
9,0,1,0.43666666666666665,0.9,0.6,0.4,0.5,0.7,0.2,0.1,0.0,0.95,0.2,0.3
10,1,1,0.16333333333333333,0.2,0.0,0.1,0.3,0.4,0.0,0.0,0.0,0.0,0.95,0.0
11,0,1,0.18,0.2,0.0,0.3,0.1,0.4,0.2,0.0,0.0,0.1,0.8,0.0
12,0,1,0.4216666666666667,0.85,0.6,0.75,0.55,0.9,0.2,0.1,0.0,0.1,0.3,0.0
13,0,1,0.30333333333333334,0.2,0.4,0.9,0.3,0.6,0.0,0.0,0.0,0.0,0.95,0.0
14,0,1,0.21333333333333335,0.2,0.1,0.4,0.3,0.6,0.0,0.0,0.0,0.0,0.8,0.0
15,0,1,0.17666666666666667,0.3,0.2,0.6,0.1,0.4,0.0,0.1,0.0,0.0,0.1,0.0
16,1,1,0.12000000000000001,0.1,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.9,0.0
17,0,1,0.4066666666666667,0.9,0.6,0.85,0.7,0.95,0.0,0.0,0.0,0.0,0.1,0.0
18,1,1,0.09333333333333335,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.95,0.0
19,0,1,0.49000000000000005,0.9,0.6,0.85,0.7,0.95,0.2,0.1,0.0,0.0,0.7,0.2
20,0,1,0.5366666666666667,0.95,0.85,1.0,0.95,0.95,0.0,0.0,0.0,0.1,0.9,0.0
21,0,1,0.37666666666666665,0.8,0.4,0.7,0.6,0.9,0.0,0.1,0.0,0.1,0.3,0.0
22,0,0,0.62,0.95,0.7,0.85,0.8,0.95,0.9,0.85,0.1,0.1,0.05,0.0
23,0,1,0.23833333333333334,0.3,0.4,0.6,0.2,0.1,0.1,0.05,0.0,0.0,0.95,0.0
24,1,1,0.01,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,0,1,0.2866666666666667,0.3,0.1,0.4,0.2,0.6,0.3,0.2,0.1,0.2,0.7,0.1
26,0,1,0.19666666666666668,0.2,0.1,0.9,0.3,0.4,0.0,0.0,0.0,0.0,0.1,0.0
27,1,1,0.18333333333333335,0.2,0.1,0.4,0.05,0.3,0.1,0.05,0.0,0.0,0.95,0.0
28,0,1,0.36166666666666664,0.9,0.3,0.8,0.6,0.95,0.0,0.0,0.0,0.0,0.1,0.0
29,1,1,0.19333333333333336,0.1,0.05,0.9,0.05,0.2,0.0,0.0,0.0,0.0,0.95,0.0
30,1,1,0.06000000000000001,0.0,0.0,0.1,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0
31,1,1,0.09333333333333335,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.95,0.0
32,1,1,0.16500000000000004,0.2,0.1,0.3,0.05,0.4,0.0,0.0,0.0,0.0,0.9,0.0
33,0,1,0.30000000000000004,0.2,0.3,0.8,0.4,0.6,0.1,0.0,0.0,0.0,0.9,0.0
34,0,1,0.21000000000000002,0.3,0.2,0.4,0.1,0.0,0.2,0.1,0.0,0.2,0.9,0.1
35,1,1,0.21333333333333337,0.2,0.0,0.1,0.9,0.3,0.0,0.0,0.0,0.0,0.95,0.0
36,0,0,0.663,0.95,0.85,0.95,0.9,0.98,0.9,0.6,0.3,0.2,0.1,0.0
37,1,1,0.06333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0
38,1,1,0.16166666666666668,0.2,0.1,0.3,0.05,0.15,0.1,0.05,0.0,0.1,0.9,0.0
39,1,1,0.17833333333333334,0.2,0.1,0.3,0.05,0.4,0.0,0.1,0.0,0.0,0.95,0.0
40,1,1,0.13,0.1,0.0,0.2,0.0,0.3,0.0,0.1,0.0,0.0,0.9,0.0
41,1,1,0.18333333333333335,0.1,0.0,0.0,0.9,0.2,0.0,0.0,0.0,0.0,0.95,0.0
42,0,1,0.18666666666666668,0.3,0.1,0.4,0.2,0.6,0.0,0.0,0.0,0.1,0.3,0.0
43,0,1,0.17666666666666667,0.2,0.1,0.3,0.4,0.2,0.0,0.0,0.0,0.0,0.85,0.0
44,1,1,0.12333333333333335,0.1,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.95,0.0
45,1,1,0.09,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.9,0.0
46,1,1,0.12333333333333335,0.1,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.95,0.0
47,0,0,0.5833333333333334,0.9,0.6,0.7,0.5,0.8,0.9,0.7,0.2,0.2,0.6,0.0
48,0,1,0.44833333333333336,0.9,0.6,0.7,0.5,0.85,0.3,0.1,0.0,0.2,0.6,0.0
49,0,1,0.14,0.2,0.1,0.3,0.05,0.15,0.0,0.0,0.0,0.0,0.9,0.0
50,0,1,0.19000000000000003,0.2,0.1,0.3,0.05,0.15,0.2,0.1,0.0,0.2,0.9,0.1
51,1,1,0.22333333333333336,0.2,0.1,0.3,0.6,0.4,0.0,0.1,0.0,0.0,0.8,0.0
52,1,1,0.11666666666666668,0.1,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.85,0.0
53,0,1,0.23833333333333334,0.2,0.3,0.4,0.1,0.6,0.1,0.05,0.0,0.0,0.95,0.0
54,1,1,0.12000000000000001,0.1,0.0,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.9,0.0
55,0,1,0.48000000000000004,0.9,0.6,0.7,0.4,0.8,0.3,0.2,0.0,0.95,0.3,0.1
56,0,1,0.195,0.2,0.1,0.4,0.05,0.3,0.2,0.1,0.0,0.0,0.9,0.0
57,0,1,0.2,0.3,0.2,0.4,0.1,0.0,0.3,0.1,0.0,0.2,0.7,0.0
58,1,1,0.09333333333333335,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.95,0.0
59,1,1,0.09333333333333335,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.95,0.0
