index,true_label,pred_label,final_confidence,1.1,1.2,1.3,1.4,1.5,2.1,2.2,2.3,3.1,3.2,3.3
1,0,1,0.16666666666666666,0.2,0.3,0.4,0.1,0.6,0.0,0.0,0.0,0.0,0.1,0.0
2,1,1,0.16333333333333333,0.2,0.0,0.1,0.3,0.4,0.0,0.0,0.0,0.0,0.95,0.0
3,1,1,0.09,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.9,0.0
4,1,1,0.16333333333333333,0.2,0.0,0.1,0.3,0.4,0.0,0.0,0.0,0.0,0.95,0.0
5,0,1,0.355,0.9,0.3,0.8,0.6,0.95,0.0,0.0,0.0,0.0,0.0,0.0
6,1,1,0.04,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.0
7,0,1,0.21333333333333335,0.2,0.3,0.4,0.1,0.6,0.0,0.0,0.0,0.0,0.8,0.0
8,1,1,0.11333333333333334,0.1,0.05,0.2,0.0,0.15,0.0,0.0,0.0,0.0,0.95,0.0
9,1,1,0.18333333333333335,0.1,0.0,0.0,0.9,0.2,0.0,0.0,0.0,0.0,0.95,0.0
10,0,1,0.1,0.2,0.0,0.3,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0
11,1,1,0.12333333333333335,0.1,0.0,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.95,0.0
12,0,1,0.10500000000000001,0.2,0.1,0.4,0.05,0.3,0.0,0.0,0.0,0.0,0.0,0.0
13,0,1,0.16999999999999998,0.2,0.0,0.3,0.1,0.4,0.1,0.0,0.0,0.0,0.9,0.0
14,1,1,0.06333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0
15,1,1,0.22333333333333336,0.2,0.1,0.3,0.4,0.6,0.0,0.1,0.0,0.0,0.8,0.0
16,0,1,0.08000000000000002,0.2,0.1,0.3,0.05,0.15,0.0,0.0,0.0,0.0,0.0,0.0
17,1,1,0.16166666666666668,0.2,0.1,0.3,0.05,0.15,0.1,0.05,0.0,0.1,0.9,0.0
18,0,1,0.16666666666666666,0.2,0.1,0.4,0.3,0.6,0.0,0.0,0.0,0.0,0.1,0.0
