index,true_label,pred_label,final_confidence,1.1,1.2,1.3,1.4,1.5,2.1,2.2,2.3,3.1,3.2,3.3
1,1,1,0.10000000000000002,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2,1,1,0.116,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1
3,1,1,0.14666666666666667,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.8,0.1
4,0,0,0.5546666666666666,0.3,0.2,0.8,0.4,0.9,0.8,0.8,0.7,0.1,0.4,0.1
5,0,0,0.5840000000000001,0.9,0.85,0.95,0.9,0.95,0.1,0.1,0.1,0.9,0.9,0.9
6,0,0,0.772,0.6,0.8,0.9,0.7,0.9,0.8,0.8,0.7,0.9,0.6,0.8
7,0,0,0.52,0.6,0.5,0.7,0.8,0.9,0.3,0.2,0.1,0.9,0.8,0.7
8,1,1,0.10800000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
9,0,0,0.596,0.9,0.8,0.4,0.7,0.9,0.4,0.3,0.2,1.0,0.9,0.8
10,1,0,0.30400000000000005,0.3,0.8,0.9,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0
11,0,0,0.2626666666666667,0.2,0.3,0.6,0.5,0.1,0.2,0.1,0.1,0.2,0.8,0.1
12,0,0,0.3833333333333333,0.2,0.3,0.4,0.5,0.1,0.3,0.2,0.2,0.9,0.85,0.8
13,0,0,0.6080000000000001,0.8,0.9,0.9,0.85,0.9,0.3,0.2,0.2,0.8,0.9,0.8
14,0,0,0.31600000000000006,0.2,0.1,0.3,0.4,0.2,0.1,0.1,0.1,0.9,0.9,0.9
15,0,0,0.476,0.8,0.2,0.7,0.6,0.9,0.1,0.1,0.1,0.9,0.9,0.9
16,1,1,0.10800000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
17,0,0,0.628,0.95,0.9,0.95,0.85,0.95,0.2,0.2,0.2,0.9,0.9,0.9
18,1,1,0.10000000000000002,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
19,0,0,0.4760000000000001,0.8,0.75,0.9,0.85,0.9,0.1,0.1,0.1,0.1,0.8,0.6
20,0,0,0.43600000000000005,0.95,0.9,0.95,0.95,0.95,0.1,0.1,0.1,0.1,0.1,0.1
21,0,0,0.30399999999999994,0.8,0.3,0.7,0.6,0.9,0.1,0.1,0.1,0.0,0.0,0.0
22,0,0,0.6586666666666667,0.9,0.85,0.9,0.85,0.9,0.3,0.8,0.2,0.3,0.9,0.8
23,0,0,0.2866666666666667,0.4,0.6,0.5,0.3,0.2,0.3,0.2,0.2,0.1,0.3,0.1
24,1,1,0.10000000000000002,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
25,0,0,0.36000000000000004,0.4,0.3,0.5,0.6,0.2,0.1,0.1,0.1,0.8,0.9,0.7
26,0,0,0.5680000000000002,0.9,0.8,0.9,0.85,0.9,0.1,0.1,0.1,0.9,0.9,0.9
