index,true_label,pred_label,final_confidence,1.1,1.2,1.3,1.4,1.5,2.1,2.2,2.3,3.1,3.2,3.3
1,0,1,0.10800000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2,1,1,0.10800000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
3,1,1,0.124,0.1,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1
4,1,1,0.10000000000000002,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
5,0,0,0.49066666666666675,0.3,0.6,0.8,0.4,0.2,0.8,0.7,0.6,0.1,0.2,0.1
6,1,0,0.4120000000000001,0.2,0.2,0.8,0.3,0.9,0.1,0.1,0.1,0.9,0.9,0.9
7,1,1,0.13066666666666665,0.1,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.2,0.1
8,1,1,0.116,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1
9,0,1,0.11600000000000002,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
10,0,0,0.536,0.9,0.4,0.7,0.8,0.9,0.4,0.3,0.2,0.3,0.9,0.6
11,0,0,0.484,0.8,0.6,0.7,0.8,0.9,0.3,0.2,0.1,0.3,0.8,0.4
12,1,1,0.10800000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
13,1,1,0.21600000000000003,0.3,0.2,0.1,0.4,0.2,0.1,0.1,0.1,0.2,0.8,0.2
14,1,1,0.132,0.2,0.1,0.1,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1
15,1,1,0.12933333333333336,0.1,0.1,0.2,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1
16,0,0,0.44533333333333347,0.8,0.7,0.9,0.85,0.9,0.1,0.1,0.1,0.1,0.9,0.1
17,0,0,0.6880000000000002,0.8,0.9,0.9,0.85,0.9,0.3,0.8,0.2,0.8,0.9,0.8
18,0,0,0.5346666666666667,0.8,0.6,0.9,0.85,0.95,0.3,0.2,0.1,0.6,0.9,0.4
19,0,0,0.43066666666666675,0.3,0.4,0.8,0.6,0.2,0.3,0.2,0.1,0.8,0.9,0.8
20,1,1,0.17600000000000002,0.2,0.1,0.2,0.3,0.9,0.1,0.1,0.1,0.0,0.0,0.0
21,0,1,0.18,0.2,0.3,0.4,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1
22,1,1,0.10800000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
23,1,1,0.10000000000000002,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
24,1,1,0.19866666666666666,0.1,0.1,0.2,0.3,0.2,0.2,0.1,0.1,0.1,0.9,0.1
25,1,0,0.42666666666666664,0.8,0.9,0.3,0.6,0.9,0.4,0.3,0.1,0.2,0.3,0.1
26,1,1,0.12400000000000001,0.2,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1
27,1,1,0.12266666666666667,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.1
28,1,1,0.14800000000000002,0.3,0.2,0.1,0.1,0.4,0.1,0.1,0.1,0.1,0.1,0.1
29,0,0,0.652,0.2,0.2,0.8,0.3,0.9,0.8,0.8,0.7,0.8,0.7,0.8
30,0,0,0.5840000000000001,0.8,0.85,0.9,0.85,0.9,0.3,0.2,0.2,0.7,0.8,0.7
31,1,1,0.132,0.2,0.1,0.1,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1
32,1,1,0.116,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1
33,1,1,0.10800000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
34,1,1,0.10000000000000002,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
35,0,1,0.16666666666666669,0.2,0.1,0.2,0.3,0.2,0.2,0.1,0.1,0.1,0.3,0.1
36,1,1,0.10800000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
37,1,1,0.10800000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
38,0,0,0.5746666666666668,0.8,0.9,0.9,0.85,0.9,0.2,0.1,0.3,0.7,0.8,0.7
39,0,0,0.6253333333333333,0.95,0.9,0.95,0.9,0.95,0.4,0.3,0.2,0.3,0.9,0.8
40,1,1,0.21600000000000003,0.2,0.1,0.3,0.4,0.2,0.2,0.1,0.1,0.1,0.8,0.1
41,1,1,0.116,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1
42,1,0,0.31333333333333335,0.2,0.1,0.2,0.3,0.2,0.3,0.2,0.1,0.8,0.7,0.8
43,1,1,0.18,0.2,0.1,0.3,0.4,0.5,0.1,0.1,0.1,0.1,0.1,0.1
44,0,0,0.504,0.3,0.6,0.9,0.7,0.8,0.3,0.2,0.2,0.7,0.8,0.7
45,1,1,0.152,0.2,0.1,0.2,0.3,0.1,0.2,0.1,0.1,0.1,0.2,0.1
46,1,1,0.10800000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
47,0,0,0.32266666666666666,0.2,0.3,0.6,0.5,0.1,0.3,0.4,0.2,0.2,0.7,0.1
48,1,1,0.10800000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
49,0,0,0.27066666666666667,0.1,0.1,0.2,0.3,0.1,0.1,0.1,0.1,0.8,0.9,0.8
50,0,0,0.30000000000000004,0.3,0.2,0.4,0.5,0.6,0.2,0.1,0.1,0.2,0.8,0.3
51,0,0,0.4333333333333333,0.8,0.6,0.2,0.5,0.9,0.3,0.1,0.2,1.0,0.4,0.3
52,0,0,0.4013333333333333,0.9,0.6,0.4,0.8,0.9,0.1,0.1,0.1,0.1,0.9,0.1
53,0,1,0.10800000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
54,1,1,0.11600000000000002,0.1,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1
55,1,1,0.15600000000000003,0.2,0.1,0.2,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1
56,1,1,0.10800000000000003,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1
57,1,1,0.10000000000000002,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
58,1,1,0.22000000000000003,0.3,0.2,0.4,0.5,0.6,0.1,0.1,0.1,0.1,0.1,0.1
59,0,1,0.16000000000000003,0.2,0.1,0.2,0.2,0.3,0.2,0.1,0.1,0.1,0.2,0.1
60,1,1,0.10000000000000002,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
61,0,0,0.7706666666666668,0.8,0.9,0.9,0.8,0.9,0.8,0.7,0.6,0.7,0.8,0.7
62,1,0,0.5720000000000002,0.8,0.9,0.9,0.9,0.9,0.1,0.1,0.1,0.9,0.9,0.9
63,0,1,0.20800000000000002,0.2,0.1,0.3,0.4,0.6,0.2,0.1,0.1,0.1,0.2,0.1
64,0,0,0.46399999999999997,0.8,0.6,0.3,0.7,0.9,0.4,0.3,0.2,0.4,0.5,0.3
65,0,0,0.3400000000000001,0.4,0.6,0.3,0.5,0.7,0.1,0.1,0.1,0.4,0.8,0.3
66,1,1,0.10800000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
67,0,1,0.15866666666666665,0.2,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.3,0.1
68,0,0,0.268,0.1,0.2,0.4,0.3,0.1,0.2,0.3,0.1,0.3,0.8,0.4
69,1,1,0.10800000000000003,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1
70,0,0,0.7013333333333334,0.95,0.9,0.95,0.85,0.95,0.4,0.6,0.2,0.9,0.9,0.8
71,0,0,0.6080000000000001,0.95,0.9,0.95,0.85,0.95,0.3,0.2,0.1,0.9,0.8,0.7
72,0,0,0.7013333333333334,0.95,0.9,0.95,0.85,0.95,0.3,0.8,0.1,0.9,0.9,0.8
73,0,0,0.4666666666666667,0.8,0.75,0.9,0.85,0.95,0.1,0.1,0.1,0.2,0.9,0.2
74,1,1,0.10800000000000001,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
75,0,0,0.45066666666666666,0.6,0.3,0.4,0.7,0.8,0.3,0.2,0.1,0.7,0.8,0.7
76,1,1,0.10800000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
77,0,0,0.736,0.9,0.8,0.4,0.7,0.9,0.9,0.8,0.3,0.9,0.9,0.8
78,0,0,0.8546666666666668,0.9,0.8,0.9,0.85,0.9,0.9,0.85,0.7,0.9,0.9,0.9
79,0,0,0.5880000000000001,0.9,0.6,0.9,0.8,0.9,0.3,0.2,0.2,0.9,0.85,0.75
80,0,0,0.7786666666666668,0.8,0.9,0.9,0.85,0.95,0.8,0.7,0.6,0.7,0.8,0.7
81,0,0,0.45066666666666666,0.3,0.2,0.8,0.6,0.9,0.3,0.2,0.1,0.7,0.8,0.7
82,0,0,0.7266666666666667,0.8,0.6,0.7,0.5,0.9,0.9,0.8,0.3,0.9,0.9,0.9
83,0,0,0.30000000000000004,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.9,0.9,0.9
84,0,0,0.3973333333333333,0.6,0.4,0.3,0.7,0.8,0.3,0.2,0.4,0.0,0.8,0.0
85,1,1,0.10000000000000002,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
86,0,1,0.1466666666666667,0.2,0.1,0.2,0.3,0.2,0.1,0.1,0.1,0.1,0.2,0.1
87,1,0,0.3866666666666667,0.2,0.3,0.4,0.5,0.6,0.3,0.2,0.1,0.7,0.8,0.7
88,0,0,0.45066666666666666,0.3,0.2,0.8,0.6,0.9,0.3,0.2,0.1,0.7,0.8,0.7
89,0,0,0.6613333333333333,0.2,0.3,0.8,0.4,0.9,0.8,0.8,0.7,0.8,0.7,0.7
90,0,1,0.14333333333333337,0.2,0.3,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.15,0.1
91,0,0,0.5880000000000001,0.8,0.9,0.9,0.85,0.9,0.3,0.2,0.2,0.7,0.8,0.7
92,0,0,0.3146666666666667,0.3,0.2,0.8,0.4,0.9,0.1,0.1,0.1,0.1,0.8,0.1
93,1,1,0.116,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1
94,1,1,0.10800000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
95,1,1,0.116,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1
96,1,1,0.14,0.2,0.1,0.2,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1
97,1,1,0.10000000000000002,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
98,1,1,0.10800000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
99,0,1,0.18,0.3,0.2,0.1,0.1,0.8,0.1,0.1,0.1,0.1,0.1,0.1
100,0,0,0.33199999999999996,0.8,0.7,0.6,0.4,0.9,0.1,0.1,0.1,0.1,0.1,0.1
