index,true_label,pred_label,final_confidence,1.1,1.2,1.3,1.4,1.5,2.1,2.2,2.3,3.1,3.2,3.3
1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1,1,0.02,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1,1,0.2,0.3,0.2,0.4,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0
4,0,0,0.8266666666666667,0.6,0.8,0.9,0.7,0.9,0.9,0.9,0.8,0.9,0.9,0.9
5,0,0,0.45,0.9,0.9,0.9,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0,0,0.8266666666666667,0.6,0.8,0.9,0.7,0.9,0.9,0.9,0.8,0.9,0.9,0.9
7,0,0,0.54,0.8,0.85,0.9,0.75,0.9,0.3,0.2,0.1,0.2,0.8,0.2
8,1,1,0.15,0.2,0.1,0.3,0.2,0.1,0.2,0.1,0.1,0.0,0.2,0.0
9,0,0,0.7599999999999999,0.9,0.7,0.9,0.9,0.9,0.6,0.8,0.4,1.0,0.9,0.8
10,1,0,0.45,0.9,0.9,0.9,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0
11,0,0,0.75,0.6,0.4,0.9,0.8,0.9,0.9,0.9,0.9,0.0,0.9,0.0
12,0,0,0.6733333333333332,0.9,0.85,0.9,0.95,1.0,0.9,0.3,0.2,0.0,0.8,0.0
13,0,0,0.53,0.8,0.9,0.9,0.9,0.9,0.0,0.0,0.0,0.9,0.9,0.9
14,0,0,0.35,0.6,0.5,0.7,0.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0
15,0,0,0.42000000000000004,0.4,0.5,0.8,0.7,0.9,0.0,0.0,0.0,0.9,0.9,0.9
16,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0,0,0.5499999999999999,0.95,0.9,0.95,0.9,1.0,0.0,0.0,0.0,0.9,0.9,0.6
18,1,1,0.07,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1
19,0,0,0.47666666666666674,0.8,0.9,0.9,0.8,1.0,0.0,0.0,0.0,0.0,0.8,0.3
20,0,0,0.45,0.9,0.9,0.9,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0
21,0,0,0.45666666666666667,0.9,0.7,0.9,0.8,1.0,0.0,0.0,0.0,0.0,0.8,0.0
22,0,0,0.6499999999999999,1.0,0.9,0.95,0.95,1.0,0.2,0.3,0.1,0.9,0.9,0.9
23,0,0,0.5416666666666666,0.8,0.9,0.9,0.85,0.9,0.3,0.2,0.1,0.0,0.8,0.0
24,1,1,0.07,0.1,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.1,0.1,0.1
25,0,0,0.7,0.9,0.6,0.9,0.9,1.0,0.9,0.6,0.3,0.2,0.4,0.3
26,0,0,0.535,0.9,0.8,0.9,0.85,1.0,0.0,0.0,0.0,0.9,0.9,0.9
27,1,1,0.21000000000000002,0.2,0.3,0.6,0.4,0.5,0.0,0.0,0.0,0.0,0.3,0.0
28,0,0,0.81,0.9,0.8,0.9,0.9,1.0,0.9,0.9,0.9,0.0,0.0,0.0
29,1,1,0.11000000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
30,1,1,0.07,0.1,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.1,0.1,0.1
31,1,1,0.11000000000000001,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1
32,1,1,0.02,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,0,0,0.5866666666666667,0.7,0.9,0.9,0.8,0.9,0.3,0.2,0.1,0.9,0.8,0.9
34,0,1,0.24999999999999997,0.3,0.4,0.5,0.2,0.1,0.3,0.2,0.1,0.2,0.3,0.1
35,1,0,0.28,0.2,0.1,0.9,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0,0,0.7866666666666666,0.9,0.85,0.9,0.95,1.0,0.9,0.8,0.4,0.3,0.9,0.2
37,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,1,1,0.15000000000000002,0.2,0.1,0.1,0.1,0.1,0.2,0.3,0.1,0.0,0.3,0.0
39,1,1,0.15500000000000003,0.2,0.3,0.1,0.05,0.8,0.0,0.0,0.0,0.0,0.3,0.0
40,1,1,0.1466666666666667,0.2,0.1,0.2,0.3,0.4,0.0,0.0,0.0,0.0,0.8,0.0
41,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,0,0,0.41000000000000003,0.6,0.5,0.9,0.8,1.0,0.0,0.0,0.0,0.0,0.9,0.0
43,0,0,0.57,0.6,0.5,0.9,0.7,0.9,0.3,0.3,0.3,0.9,0.9,0.9
44,1,1,0.19,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.9,0.9,0.9
45,1,1,0.05,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
46,1,1,0.06,0.1,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0
47,0,0,0.7766666666666667,0.9,0.85,0.9,0.95,1.0,0.6,0.9,0.4,0.6,0.9,0.4
